ID;Temporada;Jornada;Local;Visitant;1;X;2;Resultat
5063006;05-06;30;Ath Bilbao;Osasuna;0,3787;0,2928;0,3285;1
5063007;05-06;30;Getafe;Real Sociedad;0,4772;0,2854;0,2374;1
5063008;05-06;30;Malaga;Barcelona;0,137;0,2428;0,6202;X
5063009;05-06;30;Racing Santander;Zaragoza;0,3716;0,2949;0,3336;X
5063010;05-06;30;Numancia;Valladolid;0,4348;0,3165;0,2488;1
5063011;05-06;30;Xerez CD;Gijon;0,4813;0,3119;0,2068;X
5063012;05-06;30;Hercules;Tenerife;0,4119;0,3184;0,2697;1
5063013;05-06;30;Albacete;Murcia;0,4124;0,3293;0,2583;X
5063014;05-06;30;Gimnastic;Elche;0,5367;0,291;0,1724;1
5063101;05-06;31;Valencia;Cadiz CF;0,6634;0,2266;0,11;1
5063102;05-06;31;Betis;Sevilla;0,3691;0,3051;0,3258;1
5063103;05-06;31;Zaragoza;Villarreal;0,4628;0,2941;0,2431;2
5063104;05-06;31;Dep. La Coruna;Racing Santander;0,5145;0,2792;0,2063;1
5063105;05-06;31;Real Sociedad;Malaga;0,4936;0,2836;0,2227;1
5063106;05-06;31;Alaves;Ath Bilbao;0,3923;0,2968;0,3109;X
5063107;05-06;31;Mallorca;Espanyol;0,4353;0,2893;0,2754;X
5063108;05-06;31;Atl. Madrid;Celta Vigo;0,4837;0,283;0,2332;2
5063109;05-06;31;Osasuna;Getafe;0,5534;0,2686;0,178;2
5063110;05-06;31;Levante;Almeria;0,4259;0,3276;0,2464;2
5063111;05-06;31;Tenerife;Granada 74;0,3757;0,3312;0,2932;2
5063112;05-06;31;Gijon;Hercules;0,4727;0,3174;0,2099;X
5063113;05-06;31;Valladolid;Xerez CD;0,3957;0,3254;0,2789;1
5063114;05-06;31;Lleida;Albacete;0,4056;0,3308;0,2636;1
5063201;05-06;32;Sevilla;Zaragoza;0,5423;0,2679;0,1898;X
5063202;05-06;32;Cadiz CF;Betis;0,3741;0,2956;0,3303;X
5063203;05-06;32;Celta Vigo;Valencia;0,3588;0,2933;0,3479;2
5063204;05-06;32;Espanyol;Atl. Madrid;0,3471;0,2964;0,3566;X
5063205;05-06;32;Ath Bilbao;Mallorca;0,4761;0,2908;0,2332;X
5063206;05-06;32;Alaves;Osasuna;0,3676;0,3009;0,3315;2
5063207;05-06;32;Malaga;Getafe;0,3725;0,2956;0,332;2
5063208;05-06;32;Real Madrid;Real Sociedad;0,6862;0,2131;0,1006;X
5063209;05-06;32;Racing Santander;Barcelona;0,178;0,2751;0,5469;X
5063210;05-06;32;Castellon;Levante;0,3244;0,3232;0,3524;X
5063211;05-06;32;Hercules;Valladolid;0,3666;0,329;0,3044;1
5063212;05-06;32;Granada 74;Gijon;0,4592;0,3256;0,2152;1
5063213;05-06;32;Tenerife;Lleida;0,4346;0,3267;0,2387;X
5063214;05-06;32;Gimnastic;Albacete;0,5566;0,274;0,1694;1
5063301;05-06;33;Valencia;Espanyol;0,6328;0,2367;0,1305;1
5063302;05-06;33;Betis;Celta Vigo;0,4224;0,2929;0,2847;2
5063303;05-06;33;Zaragoza;Cadiz CF;0,5063;0,2762;0,2175;2
5063304;05-06;33;Dep. La Coruna;Sevilla;0,429;0,2855;0,2855;X
5063305;05-06;33;Lorca Deportiva;Xerez CD;0,4242;0,3243;0,2514;X
5063306;05-06;33;Real Sociedad;Racing Santander;0,4624;0,2888;0,2488;1
5063307;05-06;33;Getafe;Real Madrid;0,2449;0,2793;0,4758;X
5063308;05-06;33;Mallorca;Alaves;0,475;0,2868;0,2381;X
5063309;05-06;33;Osasuna;Malaga;0,6641;0,2252;0,1107;X
5063310;05-06;33;Levante;Numancia;0,4142;0,3268;0,259;1
5063311;05-06;33;Albacete;Recreativo Huelva;0,3225;0,326;0,3516;1
5063312;05-06;33;Gijon;Tenerife;0,4725;0,3172;0,2103;X
5063313;05-06;33;Valladolid;Granada 74;0,4247;0,3105;0,2648;2
5063314;05-06;33;Lleida;Gimnastic;0,3181;0,3286;0,3532;2
5063401;05-06;34;Villarreal;Real Sociedad;0,3746;0,3036;0,3218;2
5063402;05-06;34;Sevilla;Barcelona;0,5489;0,2518;0,1993;1
5063403;05-06;34;Cadiz CF;Dep. La Coruna;0,3463;0,2923;0,3613;X
5063404;05-06;34;Celta Vigo;Zaragoza;0,5213;0,2764;0,2023;1
5063405;05-06;34;Espanyol;Betis;0,4354;0,2858;0,2788;1
5063406;05-06;34;Alaves;Atl. Madrid;0,4206;0,2865;0,2929;2
5063407;05-06;34;Mallorca;Osasuna;0,3766;0,2905;0,3328;2
5063408;05-06;34;Real Madrid;Malaga;0,7757;0,1462;0,078;1
5063409;05-06;34;Racing Santander;Getafe;0,427;0,2878;0,2851;2
5063410;05-06;34;Xerez CD;Levante;0,4183;0,3247;0,257;2
5063411;05-06;34;Tenerife;Valladolid;0,4344;0,3166;0,2491;1
5063412;05-06;34;Gijon;Lleida;0,4462;0,3261;0,2276;1
5063413;05-06;34;Recreativo Huelva;Gimnastic;0,4038;0,325;0,2712;1
5063414;05-06;34;Almeria;Elche;0,5393;0,2888;0,1718;1
5063501;05-06;35;Valencia;Alaves;0,6949;0,2117;0,0935;1
5063502;05-06;35;Betis;Ath Bilbao;0,4211;0,2982;0,2807;X
5063503;05-06;35;Zaragoza;Espanyol;0,4;0,299;0,301;X
5063504;05-06;35;Barcelona;Cadiz CF;0,7717;0,1551;0,0732;1
5063505;05-06;35;Real Sociedad;Sevilla;0,384;0,2955;0,3205;2
5063506;05-06;35;Getafe;Villarreal;0,443;0,2925;0,2645;X
5063507;05-06;35;Malaga;Racing Santander;0,333;0,2915;0,3755;2
5063508;05-06;35;Atl. Madrid;Mallorca;0,5356;0,2686;0,1958;2
5063509;05-06;35;Osasuna;Real Madrid;0,3159;0,2973;0,3868;2
5063510;05-06;35;Levante;Hercules;0,5541;0,2868;0,1591;1
5063511;05-06;35;Murcia;Almeria;0,3404;0,3304;0,3292;1
5063512;05-06;35;Valladolid;Gijon;0,4192;0,331;0,2499;2
5063513;05-06;35;Eibar;Tenerife;0,3665;0,3218;0,3117;2
5063514;05-06;35;Lleida;Recreativo Huelva;0,3117;0,3264;0,3619;2
5063601;05-06;36;Betis;Mallorca;0,4828;0,2879;0,2293;1
5063602;05-06;36;Zaragoza;Alaves;0,4002;0,2808;0,319;1
5063603;05-06;36;Dep. La Coruna;Ath Bilbao;0,4493;0,2947;0,256;2
5063604;05-06;36;Barcelona;Espanyol;0,558;0,2615;0,1805;1
5063605;05-06;36;Real Sociedad;Celta Vigo;0,375;0,2971;0,3279;X
5063606;05-06;36;Getafe;Cadiz CF;0,4616;0,2787;0,2597;1
5063607;05-06;36;Malaga;Sevilla;0,2089;0,2772;0,5139;2
5063608;05-06;36;Real Madrid;Villarreal;0,6205;0,2388;0,1408;X
5063609;05-06;36;Racing Santander;Osasuna;0,3461;0,2855;0,3684;1
5063610;05-06;36;Castellon;Murcia;0,4073;0,3212;0,2715;1
5063611;05-06;36;Tenerife;Lorca Deportiva;0,3711;0,3266;0,3024;2
5063612;05-06;36;Gijon;Eibar;0,5144;0,3125;0,1731;X
5063613;05-06;36;Valladolid;Lleida;0,4464;0,3205;0,2331;1
5063614;05-06;36;Almeria;Albacete;0,5437;0,2857;0,1706;2
5063701;05-06;37;Villarreal;Racing Santander;0,6494;0,2301;0,1205;1
5063702;05-06;37;Sevilla;Real Madrid;0,3977;0,278;0,3243;1
5063703;05-06;37;Cadiz CF;Malaga;0,478;0,2836;0,2384;1
5063704;05-06;37;Celta Vigo;Getafe;0,487;0,2733;0,2397;1
5063705;05-06;37;Espanyol;Real Sociedad;0,6379;0,2308;0,1312;1
5063706;05-06;37;Alaves;Dep. La Coruna;0,3977;0,2755;0,3267;1
5063707;05-06;37;Mallorca;Zaragoza;0,4289;0,29;0,2811;1
5063708;05-06;37;Atl. Madrid;Betis;0,499;0,281;0,22;X
5063709;05-06;37;Osasuna;Valencia;0,3429;0,2879;0,3692;1
5063710;05-06;37;Levante;Tenerife;0,5345;0,286;0,1796;1
5063711;05-06;37;Murcia;Numancia;0,3616;0,3226;0,3158;1
5063712;05-06;37;Albacete;Castellon;0,4083;0,322;0,2697;X
5063713;05-06;37;Gimnastic;Almeria;0,4622;0,3191;0,2187;1
5063714;05-06;37;Eibar;Valladolid;0,3157;0,3297;0,3546;2
6070101;06-07;1;Dep. La Coruna;Zaragoza;0,4473;0,2869;0,2658;1
6070102;06-07;1;Recreativo Huelva;Mallorca;0,4016;0,2868;0,3116;X
6070103;06-07;1;Real Madrid;Villarreal;0,6115;0,2493;0,1392;X
6070104;06-07;1;Valencia;Betis;0,6274;0,2426;0,13;1
6070105;06-07;1;Racing Santander;Atl. Madrid;0,307;0,2877;0,4053;2
6070106;06-07;1;Osasuna;Getafe;0,4901;0,2775;0,2324;2
6070107;06-07;1;Celta Vigo;Barcelona;0,1748;0,2674;0,5578;2
6070108;06-07;1;Espanyol;Gimnastic;0,516;0,2778;0,2062;2
6070109;06-07;1;Las Palmas;Xerez CD;0,3494;0,3205;0,33;2
6070110;06-07;1;Gijon;Valladolid;0,4083;0,3179;0,2739;2
6070111;06-07;1;Hercules;Malaga;0,3509;0,3156;0,3336;2
6070112;06-07;1;Cadiz CF;Vecindario;0,6088;0,2535;0,1377;1
6070113;06-07;1;Almeria;Tenerife;0,5019;0,2978;0,2003;2
6070114;06-07;1;UD Salamanca;Murcia;0,3824;0,3169;0,3007;1
6070301;06-07;3;Zaragoza;Espanyol;0,5166;0,2825;0,2009;1
6070302;06-07;3;Mallorca;Dep. La Coruna;0,3613;0,2913;0,3474;X
6070303;06-07;3;Villarreal;Recreativo Huelva;0,624;0,2459;0,1302;2
6070304;06-07;3;Levante;Real Madrid;0,1392;0,2493;0,6115;2
6070305;06-07;3;Real Sociedad;Sevilla;0,2994;0,2854;0,4151;2
6070306;06-07;3;Betis;Ath Bilbao;0,4461;0,2875;0,2664;1
6070307;06-07;3;Getafe;Racing Santander;0,502;0,2826;0,2155;1
6070308;06-07;3;Barcelona;Osasuna;0,7137;0,1908;0,0954;1
6070309;06-07;3;Gimnastic;Celta Vigo;0,3507;0,2873;0,362;2
6070310;06-07;3;Granada 74;Valladolid;0,4096;0,3152;0,2752;1
6070311;06-07;3;Albacete;Malaga;0,3644;0,3223;0,3133;1
6070312;06-07;3;Hercules;Vecindario;0,5246;0,2877;0,1877;1
6070313;06-07;3;Castellon;Tenerife;0,4036;0,3171;0,2792;1
6070314;06-07;3;UD Salamanca;Almeria;0,3923;0,3204;0,2873;1
6070401;06-07;4;Zaragoza;Mallorca;0,5352;0,2783;0,1865;1
6070402;06-07;4;Dep. La Coruna;Villarreal;0,4263;0,2869;0,2869;1
6070403;06-07;4;Recreativo Huelva;Levante;0,4901;0,2775;0,2324;2
6070404;06-07;4;Real Madrid;Real Sociedad;0,7308;0,1849;0,0843;1
6070405;06-07;4;Ath Bilbao;Atl. Madrid;0,3507;0,2873;0,362;2
6070406;06-07;4;Valencia;Getafe;0,6325;0,2416;0,126;1
6070407;06-07;4;Racing Santander;Barcelona;0,1157;0,2277;0,6566;2
6070408;06-07;4;Osasuna;Gimnastic;0,539;0,2703;0,1906;1
6070409;06-07;4;Espanyol;Celta Vigo;0,3694;0,2891;0,3415;1
6070410;06-07;4;Elche;Gijon;0,3925;0,3135;0,2941;1
6070411;06-07;4;Malaga;Numancia;0,4978;0,2974;0,2048;2
6070412;06-07;4;Tenerife;Hercules;0,4048;0,3125;0,2827;1
6070413;06-07;4;Murcia;Castellon;0,5041;0,2954;0,2005;1
6070414;06-07;4;Almeria;Cadiz CF;0,3272;0,3156;0,3573;1
6070501;06-07;5;Mallorca;Espanyol;0,4369;0,289;0,2741;1
6070502;06-07;5;Villarreal;Zaragoza;0,4634;0,2842;0,2524;1
6070503;06-07;5;Levante;Dep. La Coruna;0,3116;0,2868;0,4016;1
6070504;06-07;5;Real Sociedad;Recreativo Huelva;0,4691;0,2829;0,248;2
6070505;06-07;5;Betis;Real Madrid;0,2302;0,2794;0,4904;2
6070506;06-07;5;Atl. Madrid;Sevilla;0,388;0,2876;0,3244;1
6070507;06-07;5;Getafe;Ath Bilbao;0,4831;0,278;0,239;X
6070508;06-07;5;Gimnastic;Racing Santander;0,4201;0,2867;0,2932;X
6070509;06-07;5;Celta Vigo;Osasuna;0,4803;0,2821;0,2376;2
6070510;06-07;5;Xerez CD;Valladolid;0,5009;0,3074;0,1917;X
6070511;06-07;5;Las Palmas;Elche;0,3927;0,315;0,2923;X
6070512;06-07;5;Gijon;Malaga;0,3717;0,3152;0,313;2
6070513;06-07;5;Alaves;Tenerife;0,5241;0,2921;0,1837;X
6070514;06-07;5;Hercules;Murcia;0,4097;0,3156;0,2748;2
6070601;06-07;6;Mallorca;Villarreal;0,3683;0,2911;0,3405;2
6070602;06-07;6;Zaragoza;Levante;0,5535;0,2653;0,1812;X
6070603;06-07;6;Dep. La Coruna;Real Sociedad;0,5765;0,2603;0,1632;1
6070604;06-07;6;Recreativo Huelva;Betis;0,3698;0,291;0,3392;1
6070605;06-07;6;Sevilla;Getafe;0,6008;0,2539;0,1454;1
6070606;06-07;6;Ath Bilbao;Barcelona;0,1302;0,2344;0,6354;2
6070607;06-07;6;Valencia;Gimnastic;0,708;0,1941;0,098;1
6070608;06-07;6;Racing Santander;Celta Vigo;0,3613;0,2913;0,3474;X
6070609;06-07;6;Espanyol;Osasuna;0,387;0,2863;0,3267;X
6070610;06-07;6;Valladolid;UD Salamanca;0,5018;0,2997;0,1985;2
6070611;06-07;6;Malaga;Las Palmas;0,5611;0,2788;0,1602;1
6070612;06-07;6;Tenerife;Albacete;0,3797;0,3209;0,2994;1
6070613;06-07;6;Murcia;Alaves;0,3888;0,3124;0,2988;1
6070614;06-07;6;Almeria;Hercules;0,4142;0,3238;0,2619;1
6070801;06-07;8;Villarreal;Espanyol;0,5907;0,2616;0,1477;X
6070802;06-07;8;Levante;Mallorca;0,4264;0,2957;0,2778;2
6070803;06-07;8;Real Sociedad;Zaragoza;0,3447;0,29;0,3654;2
6070804;06-07;8;Atl. Madrid;Recreativo Huelva;0,614;0,2542;0,1318;1
6070805;06-07;8;Getafe;Real Madrid;0,1967;0,2652;0,5381;1
6070806;06-07;8;Barcelona;Sevilla;0,5551;0,258;0,1869;1
6070807;06-07;8;Gimnastic;Ath Bilbao;0,3822;0,2924;0,3254;2
6070808;06-07;8;Celta Vigo;Valencia;0,2776;0,2862;0,4362;1
6070809;06-07;8;Osasuna;Racing Santander;0,5232;0,2733;0,2035;2
6070810;06-07;8;Malaga;El Ejido;0,5452;0,276;0,1788;X
6070811;06-07;8;Vecindario;Las Palmas;0,3906;0,3197;0,2898;1
6070812;06-07;8;Tenerife;Gijon;0,4326;0,3103;0,2571;2
6070813;06-07;8;Murcia;Numancia;0,4629;0,3039;0,2332;1
6070814;06-07;8;Castellon;Hercules;0,4626;0,309;0,2284;X
6070901;06-07;9;Villarreal;Levante;0,5617;0,266;0,1723;X
6070902;06-07;9;Mallorca;Real Sociedad;0,4828;0,2795;0,2376;X
6070903;06-07;9;Zaragoza;Betis;0,5058;0,2784;0,2158;1
6070904;06-07;9;Dep. La Coruna;Atl. Madrid;0,3926;0,296;0,3114;1
6070905;06-07;9;Recreativo Huelva;Getafe;0,4014;0,2914;0,3072;2
6070906;06-07;9;Sevilla;Gimnastic;0,6751;0,2207;0,1042;1
6070907;06-07;9;Ath Bilbao;Celta Vigo;0,3925;0,2884;0,319;2
6070908;06-07;9;Valencia;Osasuna;0,6236;0,2424;0,134;1
6070909;06-07;9;Espanyol;Racing Santander;0,4308;0,2891;0,2801;X
6070910;06-07;9;Valladolid;Elche;0,5236;0,289;0,1874;1
6070911;06-07;9;Xerez CD;Malaga;0,4653;0,3039;0,2308;1
6070912;06-07;9;Las Palmas;Tenerife;0,3505;0,303;0,3465;X
6070913;06-07;9;Gijon;Murcia;0,4019;0,3131;0,2851;2
6070914;06-07;9;UD Salamanca;Hercules;0,4689;0,3072;0,2239;X
6071001;06-07;10;Levante;Espanyol;0,4152;0,2919;0,2929;X
6071002;06-07;10;Real Sociedad;Villarreal;0,3312;0,2889;0,3799;2
6071003;06-07;10;Betis;Mallorca;0,4413;0,2845;0,2742;2
6071004;06-07;10;Getafe;Dep. La Coruna;0,3891;0,2884;0,3224;1
6071005;06-07;10;Barcelona;Recreativo Huelva;0,7534;0,1644;0,0822;1
6071006;06-07;10;Gimnastic;Real Madrid;0,121;0,2309;0,6481;2
6071007;06-07;10;Celta Vigo;Sevilla;0,3459;0,2917;0,3624;2
6071008;06-07;10;Osasuna;Ath Bilbao;0,4562;0,2914;0,2523;X
6071009;06-07;10;Racing Santander;Valencia;0,2202;0,2753;0,5045;1
6071010;06-07;10;Malaga;Valladolid;0,435;0,3114;0,2536;2
6071011;06-07;10;Tenerife;Granada 74;0,3941;0,3204;0,2855;1
6071012;06-07;10;Almeria;Gijon;0,3888;0,3124;0,2988;1
6071013;06-07;10;Cadiz CF;Numancia;0,4313;0,3262;0,2425;1
6071014;06-07;10;Hercules;Alaves;0,333;0,321;0,3459;1
6071101;06-07;11;Levante;Real Sociedad;0,4679;0,2867;0,2454;1
6071102;06-07;11;Villarreal;Betis;0,5371;0,271;0,192;1
6071103;06-07;11;Mallorca;Atl. Madrid;0,3594;0,2882;0,3524;X
6071104;06-07;11;Zaragoza;Getafe;0,4803;0,2821;0,2376;1
6071105;06-07;11;Recreativo Huelva;Gimnastic;0,5004;0,2815;0,2181;1
6071106;06-07;11;Real Madrid;Celta Vigo;0,6646;0,2243;0,1112;2
6071107;06-07;11;Sevilla;Osasuna;0,6358;0,2376;0,1266;1
6071108;06-07;11;Ath Bilbao;Racing Santander;0,4472;0,2882;0,2647;X
6071109;06-07;11;Espanyol;Valencia;0,2596;0,2841;0,4563;X
6071110;06-07;11;Lorca Deportiva;Malaga;0,3967;0,3154;0,2879;X
6071111;06-07;11;Granada 74;Murcia;0,35;0,3132;0,3368;X
6071112;06-07;11;Las Palmas;Almeria;0,3754;0,3068;0,3178;1
6071113;06-07;11;Gijon;Cadiz CF;0,4526;0,3096;0,2378;1
6071114;06-07;11;UD Salamanca;Alaves;0,4244;0,315;0,2606;1
6071201;06-07;12;Real Sociedad;Espanyol;0,3997;0,3021;0,2982;X
6071202;06-07;12;Betis;Levante;0,4701;0,2821;0,2478;1
6071203;06-07;12;Atl. Madrid;Villarreal;0,4251;0,2874;0,2874;1
6071204;06-07;12;Getafe;Mallorca;0,4692;0,2893;0,2415;1
6071205;06-07;12;Barcelona;Zaragoza;0,6528;0,2343;0,1128;1
6071206;06-07;12;Gimnastic;Dep. La Coruna;0,3062;0,2886;0,4051;X
6071207;06-07;12;Celta Vigo;Recreativo Huelva;0,495;0,2815;0,2235;2
6071208;06-07;12;Osasuna;Real Madrid;0,2083;0,2733;0,5184;2
6071209;06-07;12;Racing Santander;Sevilla;0,2429;0,2876;0,4695;X
6071210;06-07;12;Malaga;Ponferradina;0,5098;0,2897;0,2005;X
6071211;06-07;12;Almeria;Granada 74;0,4449;0,3178;0,2373;1
6071212;06-07;12;Cadiz CF;Las Palmas;0,528;0,2928;0,1792;X
6071213;06-07;12;Hercules;Numancia;0,3893;0,3184;0,2923;1
6071214;06-07;12;Alaves;Albacete;0,446;0,3097;0,2444;X
6071301;06-07;13;Real Sociedad;Betis;0,3894;0,2914;0,3192;X
6071302;06-07;13;Levante;Atl. Madrid;0,3438;0,2917;0,3646;2
6071303;06-07;13;Villarreal;Getafe;0,4463;0,2895;0,2642;1
6071304;06-07;13;Mallorca;Barcelona;0,1551;0,2631;0,5818;2
6071305;06-07;13;Zaragoza;Gimnastic;0,6646;0,2243;0,1112;1
6071306;06-07;13;Recreativo Huelva;Osasuna;0,4384;0,2895;0,2722;1
6071307;06-07;13;Real Madrid;Racing Santander;0,7132;0,1939;0,0929;1
6071308;06-07;13;Sevilla;Valencia;0,4294;0,2957;0,2749;1
6071309;06-07;13;Espanyol;Ath Bilbao;0,4241;0,3062;0,2697;1
6071310;06-07;13;Elche;Malaga;0,3475;0,3168;0,3358;1
6071311;06-07;13;Valladolid;Tenerife;0,5082;0,2984;0,1933;1
6071312;06-07;13;Xerez CD;Murcia;0,4566;0,3091;0,2343;X
6071313;06-07;13;Gijon;Hercules;0,4749;0,3047;0,2204;1
6071314;06-07;13;UD Salamanca;Albacete;0,4511;0,3028;0,2461;1
6071401;06-07;14;Betis;Espanyol;0,4591;0,2932;0,2477;X
6071402;06-07;14;Atl. Madrid;Real Sociedad;0,6525;0,2284;0,1191;X
6071403;06-07;14;Getafe;Levante;0,5269;0,2762;0,1969;X
6071404;06-07;14;Barcelona;Villarreal;0,6635;0,218;0,1185;1
6071405;06-07;14;Gimnastic;Mallorca;0,3746;0,2908;0,3346;2
6071406;06-07;14;Celta Vigo;Zaragoza;0,3826;0,291;0,3264;X
6071407;06-07;14;Osasuna;Dep. La Coruna;0,3746;0,2908;0,3346;1
6071408;06-07;14;Racing Santander;Recreativo Huelva;0,408;0,2907;0,3013;1
6071409;06-07;14;Ath Bilbao;Sevilla;0,2734;0,289;0,4376;2
6071410;06-07;14;Malaga;UD Salamanca;0,3706;0,318;0,3114;1
6071411;06-07;14;Murcia;Valladolid;0,4048;0,3125;0,2827;2
6071412;06-07;14;Hercules;Las Palmas;0,5046;0,2947;0,2007;X
6071413;06-07;14;Alaves;Gijon;0,3752;0,3189;0,3058;X
6071414;06-07;14;Albacete;Numancia;0,4932;0,3117;0,1951;2
6071501;06-07;15;Real Sociedad;Getafe;0,3694;0,2891;0,3415;X
6071502;06-07;15;Levante;Barcelona;0,1423;0,2462;0,6114;X
6071503;06-07;15;Villarreal;Gimnastic;0,6383;0,2358;0,1259;1
6071504;06-07;15;Mallorca;Celta Vigo;0,3976;0,2912;0,3112;X
6071505;06-07;15;Zaragoza;Osasuna;0,6109;0,2444;0,1447;2
6071506;06-07;15;Dep. La Coruna;Racing Santander;0,4805;0,2867;0,2328;X
6071507;06-07;15;Recreativo Huelva;Valencia;0,3099;0,2928;0,3973;1
6071508;06-07;15;Real Madrid;Ath Bilbao;0,7289;0,1808;0,0904;1
6071509;06-07;15;Espanyol;Sevilla;0,2641;0,2941;0,4418;1
6071510;06-07;15;Malaga;Real Madrid B;0,4776;0,2973;0,225;X
6071511;06-07;15;Valladolid;Almeria;0,5558;0,2779;0,1662;X
6071512;06-07;15;Granada 74;Hercules;0,4353;0,3154;0,2493;1
6071513;06-07;15;Las Palmas;Alaves;0,3887;0,3146;0,2967;1
6071514;06-07;15;Gijon;Albacete;0,5148;0,2873;0,1979;2
6071601;06-07;16;Atl. Madrid;Espanyol;0,545;0,2741;0,1809;2
6071602;06-07;16;Getafe;Betis;0,4865;0,2857;0,2278;X
6071603;06-07;16;Barcelona;Real Sociedad;0,7832;0,1501;0,0667;1
6071604;06-07;16;Gimnastic;Levante;0,3703;0,291;0,3386;1
6071605;06-07;16;Celta Vigo;Villarreal;0,4013;0,2885;0,3103;X
6071606;06-07;16;Osasuna;Mallorca;0,4411;0,2889;0,2699;1
6071607;06-07;16;Racing Santander;Zaragoza;0,3286;0,2869;0,3845;2
6071608;06-07;16;Ath Bilbao;Recreativo Huelva;0,3906;0,2883;0,3211;1
6071609;06-07;16;Sevilla;Real Madrid;0,3781;0,2934;0,3286;1
6071610;06-07;16;Vecindario;Malaga;0,337;0,3155;0,3475;X
6071611;06-07;16;Murcia;Ponferradina;0,5731;0,2668;0,1601;X
6071612;06-07;16;Cadiz CF;Valladolid;0,364;0,3152;0,3208;X
6071613;06-07;16;Albacete;Las Palmas;0,4631;0,303;0,234;X
6071614;06-07;16;Numancia;Gijon;0,3716;0,3202;0,3082;1
6071701;06-07;17;Atl. Madrid;Getafe;0,5197;0,2757;0,2046;1
6071702;06-07;17;Real Sociedad;Gimnastic;0,4905;0,2751;0,2344;1
6071703;06-07;17;Levante;Celta Vigo;0,3691;0,2936;0,3374;X
6071704;06-07;17;Villarreal;Osasuna;0,5009;0,2818;0,2173;2
6071705;06-07;17;Mallorca;Racing Santander;0,4357;0,291;0,2733;2
6071706;06-07;17;Dep. La Coruna;Ath Bilbao;0,4515;0,2867;0,2618;2
6071707;06-07;17;Recreativo Huelva;Sevilla;0,271;0,2865;0,4424;2
6071708;06-07;17;Espanyol;Real Madrid;0,2315;0,2752;0,4933;2
6071709;06-07;17;Malaga;Tenerife;0,4547;0,3052;0,2401;1
6071710;06-07;17;Valladolid;Castellon;0,5637;0,2733;0,163;1
6071711;06-07;17;Xerez CD;Hercules;0,5093;0,2785;0,2122;2
6071712;06-07;17;Granada 74;Albacete;0,4436;0,3063;0,2501;1
6071713;06-07;17;Las Palmas;Numancia;0,4051;0,3073;0,2875;X
6071714;06-07;17;UD Salamanca;Gijon;0,4442;0,2866;0,2692;2
6071801;06-07;18;Getafe;Espanyol;0,4221;0,2913;0,2867;2
6071802;06-07;18;Gimnastic;Betis;0,3772;0,2874;0,3353;2
6071803;06-07;18;Celta Vigo;Real Sociedad;0,5275;0,2734;0,1991;X
6071804;06-07;18;Osasuna;Levante;0,5441;0,2696;0,1862;1
6071805;06-07;18;Racing Santander;Villarreal;0,3862;0,2848;0,329;1
6071806;06-07;18;Valencia;Mallorca;0,645;0,2269;0,1281;1
6071807;06-07;18;Ath Bilbao;Zaragoza;0,3419;0,2821;0,3761;X
6071808;06-07;18;Sevilla;Dep. La Coruna;0,6605;0,2207;0,1188;1
6071809;06-07;18;Real Madrid;Recreativo Huelva;0,694;0,2074;0,0986;2
6071810;06-07;18;Murcia;Malaga;0,4694;0,3076;0,223;1
6071811;06-07;18;Almeria;Elche;0,5881;0,2675;0,1444;1
6071812;06-07;18;Hercules;Valladolid;0,3426;0,3148;0,3426;X
6071813;06-07;18;Alaves;Xerez CD;0,3786;0,3178;0,3037;1
6071814;06-07;18;Gijon;Las Palmas;0,4937;0,3075;0,1988;1
6071901;06-07;19;Getafe;Barcelona;0,1946;0,269;0,5364;X
6071902;06-07;19;Atl. Madrid;Gimnastic;0,6911;0,2106;0,0983;X
6071903;06-07;19;Betis;Celta Vigo;0,4088;0,2922;0,2989;1
6071904;06-07;19;Real Sociedad;Osasuna;0,3613;0,2886;0,3501;1
6071905;06-07;19;Levante;Racing Santander;0,4059;0,2873;0,3068;1
6071906;06-07;19;Villarreal;Valencia;0,3079;0,2911;0,401;2
6071907;06-07;19;Mallorca;Ath Bilbao;0,3994;0,2853;0,3153;2
6071908;06-07;19;Zaragoza;Sevilla;0,3411;0,2869;0,372;1
6071909;06-07;19;Espanyol;Recreativo Huelva;0,4463;0,2886;0,2652;2
6071910;06-07;19;Malaga;Almeria;0,3745;0,3127;0,3127;1
6071911;06-07;19;Valladolid;Alaves;0,5647;0,2788;0,1565;1
6071912;06-07;19;Xerez CD;Albacete;0,4692;0,2992;0,2316;2
6071913;06-07;19;Granada 74;Gijon;0,3837;0,3145;0,3018;1
6071914;06-07;19;UD Salamanca;Las Palmas;0,4859;0,2854;0,2287;X
6072001;06-07;20;Espanyol;Barcelona;0,1758;0,255;0,5693;1
6072002;06-07;20;Gimnastic;Getafe;0,3364;0,2989;0,3647;2
6072003;06-07;20;Celta Vigo;Atl. Madrid;0,3613;0,2886;0,3501;2
6072004;06-07;20;Osasuna;Betis;0,4586;0,2866;0,2548;1
6072005;06-07;20;Racing Santander;Real Sociedad;0,4463;0,2908;0,2628;1
6072006;06-07;20;Valencia;Levante;0,6797;0,2117;0,1085;1
6072007;06-07;20;Sevilla;Mallorca;0,6853;0,2113;0,1034;2
6072008;06-07;20;Real Madrid;Zaragoza;0,5282;0,2656;0,2062;1
6072009;06-07;20;Recreativo Huelva;Dep. La Coruna;0,4251;0,2988;0,2761;X
