ID;Temporada;Jornada;Local;Visitant;1;X;2;Resultat
9103512;09-10;35;Cordoba;Betis;0,3188;0,3041;0,3771;2
9103513;09-10;35;Hercules;Castellon;0,656;0,2273;0,1168;2
9103514;09-10;35;Albacete;Rayo Vallecano;0,3362;0,3042;0,3596;X
9103601;09-10;36;Malaga;Dep. La Coruna;0,4092;0,2875;0,3033;X
9103602;09-10;36;Real Madrid;Espanyol;0,7853;0,1432;0,0715;1
9103603;09-10;36;Ath Bilbao;Xerez CD;0,6065;0,2493;0,1442;1
9103604;09-10;36;Mallorca;Villarreal;0,4104;0,2865;0,3031;1
9103605;09-10;36;Osasuna;Tenerife;0,5311;0,2663;0,2026;1
9103606;09-10;36;Zaragoza;Sevilla;0,2954;0,2846;0,4199;1
9103607;09-10;36;Valencia;Valladolid;0,7087;0,19;0,1012;1
9103608;09-10;36;Almeria;Gijon;0,471;0,2771;0,2519;1
9103609;09-10;36;Barcelona;Getafe;0,8161;0,1233;0,0606;1
9103610;09-10;36;Girona;Gimnastic;0,388;0,3086;0,3035;2
9103611;09-10;36;Murcia;Real Sociedad;0,3492;0,3106;0,3402;X
9103612;09-10;36;Las Palmas;Huesca;0,4666;0,2929;0,2405;X
9103613;09-10;36;Betis;Hercules;0,4172;0,3001;0,2828;X
9103614;09-10;36;Rayo Vallecano;FC Cartagena SAD;0,4478;0,2995;0,2528;2
9103701;09-10;37;Espanyol;Dep. La Coruna;0,4077;0,2924;0,2999;1
9103702;09-10;37;Xerez CD;Real Madrid;0,078;0,1731;0,749;2
9103703;09-10;37;Villarreal;Ath Bilbao;0,5095;0,2693;0,2212;1
9103704;09-10;37;Tenerife;Mallorca;0,3804;0,2864;0,3332;1
9103705;09-10;37;Sevilla;Osasuna;0,6019;0,2484;0,1497;1
9103706;09-10;37;Valladolid;Zaragoza;0,3843;0,2853;0,3304;X
9103707;09-10;37;Getafe;Almeria;0,5467;0,2641;0,1892;X
9103708;09-10;37;Atl. Madrid;Barcelona;0,1864;0,2385;0,5751;1
9103709;09-10;37;Racing Santander;Malaga;0,4479;0,2886;0,2635;2
9103710;09-10;37;Real Sociedad;Gimnastic;0,5265;0,2757;0,1978;1
9103711;09-10;37;Huesca;Murcia;0,3887;0,3066;0,3046;1
9103712;09-10;37;Numancia;Las Palmas;0,4868;0,287;0,2262;1
9103713;09-10;37;Levante;Celta Vigo;0,4096;0,2971;0,2933;1
9103714;09-10;37;Recreativo Huelva;Betis;0,3427;0,3159;0,3414;X
9103901;09-10;39;Malaga;Espanyol;0,4484;0,2884;0,2632;1
9103902;09-10;39;Dep. La Coruna;Xerez CD;0,5953;0,2533;0,1515;1
9103903;09-10;39;Real Madrid;Villarreal;0,7447;0,1685;0,0868;1
9103904;09-10;39;Ath Bilbao;Tenerife;0,5098;0,2718;0,2183;1
9103905;09-10;39;Osasuna;Valladolid;0,547;0,2606;0,1924;X
9103906;09-10;39;Zaragoza;Gijon;0,5117;0,2698;0,2185;2
9103907;09-10;39;Valencia;Getafe;0,6018;0,2438;0,1544;1
9103908;09-10;39;Almeria;Atl. Madrid;0,3629;0,2878;0,3493;1
9103909;09-10;39;Barcelona;Racing Santander;0,8094;0,1339;0,0566;1
9103910;09-10;39;Gimnastic;Huesca;0,4653;0,3002;0,2344;2
9103911;09-10;39;Las Palmas;UD Salamanca;0,4444;0,3045;0,251;X
9103912;09-10;39;Cadiz CF;Hercules;0,2835;0,3049;0,4115;X
9103913;09-10;39;Castellon;FC Cartagena SAD;0,3352;0,3105;0,3543;X
9103914;09-10;39;R. Union;Rayo Vallecano;0,3674;0,3109;0,3217;1
9104101;09-10;41;Xerez CD;Espanyol;0,308;0,2909;0,4011;X
9104102;09-10;41;Villarreal;Dep. La Coruna;0,5202;0,2682;0,2116;1
9104103;09-10;41;Tenerife;Real Madrid;0,0926;0,1763;0,7311;2
9104104;09-10;41;Sevilla;Ath Bilbao;0,6003;0,241;0,1587;X
9104105;09-10;41;Valladolid;Mallorca;0,3908;0,2889;0,3203;2
9104106;09-10;41;Gijon;Osasuna;0,3946;0,2935;0,312;1
9104107;09-10;41;Getafe;Zaragoza;0,5133;0,27;0,2167;2
9104108;09-10;41;Racing Santander;Almeria;0,4518;0,2857;0,2625;2
9104109;09-10;41;Barcelona;Malaga;0,824;0,1251;0,0509;1
9104110;09-10;41;Numancia;Gimnastic;0,4765;0,2895;0,234;X
9104111;09-10;41;Levante;Las Palmas;0,4772;0,2936;0,2292;X
9104112;09-10;41;Cordoba;Elche;0,3289;0,3198;0,3513;1
9104113;09-10;41;FC Cartagena SAD;Betis;0,3734;0,3112;0,3155;2
9104114;09-10;41;R. Union;Girona;0,4458;0,2981;0,2561;X
9104201;09-10;42;Malaga;Xerez CD;0,5993;0,2487;0,152;2
9104202;09-10;42;Dep. La Coruna;Tenerife;0,5518;0,2628;0,1854;1
9104203;09-10;42;Real Madrid;Sevilla;0,6663;0,2008;0,1329;1
9104204;09-10;42;Ath Bilbao;Valladolid;0,5446;0,2646;0,1908;1
9104205;09-10;42;Mallorca;Gijon;0,5663;0,25;0,1836;1
9104206;09-10;42;Osasuna;Getafe;0,4084;0,2869;0,3047;X
9104207;09-10;42;Zaragoza;Atl. Madrid;0,3548;0,2864;0,3588;X
9104208;09-10;42;Valencia;Racing Santander;0,6063;0,2376;0,1561;X
9104209;09-10;42;Almeria;Barcelona;0,091;0,1793;0,7298;X
9104210;09-10;42;Girona;Huesca;0,4104;0,3102;0,2794;1
9104211;09-10;42;Real Sociedad;Numancia;0,481;0,2839;0,235;1
9104212;09-10;42;Murcia;Levante;0,4023;0,3027;0,295;X
9104213;09-10;42;Celta Vigo;Recreativo Huelva;0,4532;0,3036;0,2432;X
9104214;09-10;42;Betis;Rayo Vallecano;0,5384;0,2772;0,1844;1
9104301;09-10;43;Villarreal;Xerez CD;0,6928;0,2029;0,1044;1
9104302;09-10;43;Tenerife;Espanyol;0,4149;0,288;0,2971;1
9104303;09-10;43;Sevilla;Dep. La Coruna;0,5781;0,2486;0,1732;X
9104304;09-10;43;Valladolid;Real Madrid;0,0901;0,1806;0,7293;2
9104305;09-10;43;Getafe;Mallorca;0,4438;0,2843;0,2719;1
9104306;09-10;43;Atl. Madrid;Osasuna;0,5215;0,2697;0,2088;1
9104307;09-10;43;Racing Santander;Zaragoza;0,3847;0,2936;0,3217;X
9104308;09-10;43;Barcelona;Valencia;0,7044;0,1869;0,1087;1
9104309;09-10;43;Almeria;Malaga;0,4674;0,2833;0,2493;1
9104310;09-10;43;UD Salamanca;Real Sociedad;0,3195;0,313;0,3675;X
9104311;09-10;43;Cordoba;Murcia;0,3555;0,3167;0,3279;2
9104312;09-10;43;Hercules;Las Palmas;0,5584;0,2687;0,1729;2
9104313;09-10;43;Albacete;Celta Vigo;0,3174;0,309;0,3735;2
9104314;09-10;43;Castellon;Girona;0,4259;0,3034;0,2707;2
9104401;09-10;44;Xerez CD;Tenerife;0,3595;0,2916;0,3489;1
9104402;09-10;44;Espanyol;Sevilla;0,2938;0,2884;0,4178;1
9104403;09-10;44;Dep. La Coruna;Valladolid;0,5386;0,2678;0,1936;2
9104404;09-10;44;Real Madrid;Gijon;0,8398;0,1091;0,0511;1
9104405;09-10;44;Ath Bilbao;Getafe;0,4584;0,2856;0,256;X
9104406;09-10;44;Mallorca;Atl. Madrid;0,4553;0,2775;0,2672;1
9104407;09-10;44;Osasuna;Racing Santander;0,4296;0,2982;0,2722;2
9104408;09-10;44;Zaragoza;Barcelona;0,0889;0,18;0,7311;2
9104409;09-10;44;Valencia;Almeria;0,5892;0,2478;0,1629;1
9104410;09-10;44;Huesca;UD Salamanca;0,4139;0,3101;0,276;1
9104411;09-10;44;Real Sociedad;Levante;0,4788;0,2884;0,2328;1
9104412;09-10;44;Las Palmas;Recreativo Huelva;0,435;0,3013;0,2637;X
9104413;09-10;44;Celta Vigo;FC Cartagena SAD;0,4404;0,2978;0,2618;1
9104414;09-10;44;Betis;Castellon;0,6889;0,2076;0,1036;1
9104601;09-10;46;Malaga;Tenerife;0,511;0,2671;0,2219;X
9104602;09-10;46;Xerez CD;Valladolid;0,3754;0,2917;0,3329;1
9104603;09-10;46;Espanyol;Gijon;0,4895;0,2756;0,2349;X
9104604;09-10;46;Dep. La Coruna;Getafe;0,4182;0,2913;0,2904;2
9104605;09-10;46;Real Madrid;Atl. Madrid;0,7254;0,173;0,1015;1
9104606;09-10;46;Ath Bilbao;Racing Santander;0,4904;0,2777;0,2319;1
9104607;09-10;46;Mallorca;Barcelona;0,1505;0,2298;0,6198;2
9104608;09-10;46;Osasuna;Almeria;0,457;0,2879;0,2551;1
9104609;09-10;46;Zaragoza;Valencia;0,3573;0,292;0,3507;1
9104610;09-10;46;UD Salamanca;Numancia;0,3449;0,3189;0,3362;2
9104611;09-10;46;Cordoba;Real Sociedad;0,2903;0,3087;0,4009;1
9104612;09-10;46;Hercules;Gimnastic;0,5818;0,2628;0,1555;2
9104613;09-10;46;Recreativo Huelva;Murcia;0,4096;0,3065;0,2839;2
9104614;09-10;46;Betis;Girona;0,6449;0,24;0,1151;2
9104701;09-10;47;Sevilla;Tenerife;0,6723;0,2149;0,1129;1
9104702;09-10;47;Valladolid;Villarreal;0,276;0,276;0,4481;2
9104703;09-10;47;Gijon;Xerez CD;0,5321;0,2675;0,2004;X
9104704;09-10;47;Getafe;Espanyol;0,5237;0,2663;0,21;X
9104705;09-10;47;Atl. Madrid;Dep. La Coruna;0,541;0,2579;0,2011;1
9104706;09-10;47;Racing Santander;Real Madrid;0,0948;0,1701;0,735;2
9104707;09-10;47;Barcelona;Ath Bilbao;0,8066;0,1364;0,057;1
9104708;09-10;47;Almeria;Mallorca;0,3816;0,2865;0,3319;X
9104709;09-10;47;Valencia;Osasuna;0,5841;0,2521;0,1638;1
9104710;09-10;47;Girona;UD Salamanca;0,4513;0,3008;0,2479;1
9104711;09-10;47;Huesca;Cordoba;0,4375;0,3144;0,248;X
9104712;09-10;47;Real Sociedad;Hercules;0,4256;0,2983;0,2761;1
9104713;09-10;47;Las Palmas;FC Cartagena SAD;0,4114;0,2999;0,2887;2
9104714;09-10;47;Cadiz CF;Castellon;0,462;0,293;0,245;1
9104801;09-10;48;Malaga;Sevilla;0,2756;0,2797;0,4446;2
9104802;09-10;48;Tenerife;Valladolid;0,4949;0,2741;0,231;X
9104803;09-10;48;Villarreal;Gijon;0,6645;0,2135;0,1221;1
9104804;09-10;48;Xerez CD;Getafe;0,3161;0,2845;0,3995;2
9104805;09-10;48;Espanyol;Atl. Madrid;0,3804;0,285;0,3346;1
9104806;09-10;48;Dep. La Coruna;Racing Santander;0,4523;0,2834;0,2643;X
9104807;09-10;48;Ath Bilbao;Almeria;0,5626;0,256;0,1814;1
9104808;09-10;48;Mallorca;Valencia;0,4001;0,279;0,3209;1
9104809;09-10;48;Osasuna;Zaragoza;0,4204;0,2925;0,2871;1
9104810;09-10;48;Levante;UD Salamanca;0,5303;0,2753;0,1944;1
9104811;09-10;48;Cordoba;Numancia;0,3339;0,3063;0,3598;1
9104812;09-10;48;Recreativo Huelva;Real Sociedad;0,3346;0,3089;0,3565;1
9104813;09-10;48;FC Cartagena SAD;Murcia;0,4601;0,2941;0,2459;1
9104814;09-10;48;Betis;Cadiz CF;0,6445;0,2344;0,1212;1
9105001;09-10;50;Malaga;Valladolid;0,44;0,2879;0,2721;X
9105002;09-10;50;Sevilla;Gijon;0,6984;0,1989;0,1027;1
9105003;09-10;50;Tenerife;Getafe;0,4042;0,2819;0,3139;1
9105004;09-10;50;Villarreal;Atl. Madrid;0,5589;0,2435;0,1976;1
9105005;09-10;50;Xerez CD;Racing Santander;0,3903;0,2842;0,3255;X
9105006;09-10;50;Espanyol;Barcelona;0,0979;0,183;0,7192;X
9105007;09-10;50;Dep. La Coruna;Almeria;0,4653;0,2772;0,2575;X
9105008;09-10;50;Ath Bilbao;Zaragoza;0,527;0,2643;0,2087;X
9105009;09-10;50;Mallorca;Osasuna;0,5982;0,2518;0,15;1
9105010;09-10;50;Numancia;Hercules;0,4113;0,3018;0,2869;X
9105011;09-10;50;Huesca;Recreativo Huelva;0,4105;0,3092;0,2803;2
9105012;09-10;50;Real Sociedad;Albacete;0,5994;0,2559;0,1447;X
9105013;09-10;50;Gimnastic;FC Cartagena SAD;0,3546;0,3076;0,3378;1
9105014;09-10;50;Celta Vigo;Betis;0,3106;0,3054;0,384;X
9105101;09-10;51;Gijon;Valladolid;0,4146;0,2923;0,2932;2
9105102;09-10;51;Getafe;Sevilla;0,3486;0,2852;0,3662;1
9105103;09-10;51;Atl. Madrid;Tenerife;0,4866;0,2713;0,2421;1
9105104;09-10;51;Barcelona;Xerez CD;0,864;0,1021;0,0339;1
9105105;09-10;51;Almeria;Espanyol;0,4316;0,2996;0,2688;2
9105106;09-10;51;Valencia;Dep. La Coruna;0,7011;0,1909;0,108;1
9105107;09-10;51;Zaragoza;Real Madrid;0,1099;0,181;0,7091;2
9105108;09-10;51;Osasuna;Ath Bilbao;0,3815;0,289;0,3295;X
9105109;09-10;51;Mallorca;Malaga;0,6205;0,2323;0,1471;X
9105110;09-10;51;Cordoba;Levante;0,3001;0,307;0,3929;1
9105111;09-10;51;Hercules;UD Salamanca;0,5866;0,2648;0,1485;1
9105112;09-10;51;FC Cartagena SAD;Real Sociedad;0,3799;0,309;0,3111;X
9105113;09-10;51;Betis;Elche;0,5158;0,2788;0,2054;2
9105114;09-10;51;Cadiz CF;Girona;0,4779;0,2897;0,2324;1
9105201;09-10;52;Malaga;Gijon;0,5259;0,2659;0,2082;X
9105202;09-10;52;Valladolid;Getafe;0,3902;0,2812;0,3286;X
9105203;09-10;52;Tenerife;Racing Santander;0,4674;0,278;0,2546;1
9105204;09-10;52;Villarreal;Barcelona;0,1595;0,2283;0,6122;2
9105205;09-10;52;Xerez CD;Almeria;0,3804;0,2853;0,3342;1
9105206;09-10;52;Espanyol;Valencia;0,3083;0,2856;0,4061;2
9105207;09-10;52;Dep. La Coruna;Zaragoza;0,3293;0,2925;0,3782;2
9105208;09-10;52;Real Madrid;Osasuna;0,8596;0,0987;0,0417;1
9105209;09-10;52;Ath Bilbao;Mallorca;0,4578;0,2824;0,2598;2
9105210;09-10;52;Levante;Hercules;0,4149;0,3077;0,2774;1
9105211;09-10;52;UD Salamanca;Recreativo Huelva;0,3788;0,3116;0,3096;2
9105212;09-10;52;Real Sociedad;Rayo Vallecano;0,5136;0,2826;0,2039;1
9105213;09-10;52;Murcia;Castellon;0,5203;0,2848;0,1948;X
9105214;09-10;52;Las Palmas;Betis;0,3048;0,3078;0,3874;X
9105401;09-10;54;Getafe;Malaga;0,5265;0,264;0,2094;1
9105402;09-10;54;Gijon;Atl. Madrid;0,5549;0,2469;0,1982;X
9105403;09-10;54;Valladolid;Racing Santander;0,451;0,2805;0,2685;1
9105404;09-10;54;Sevilla;Barcelona;0,1582;0,2046;0,6372;2
9105405;09-10;54;Tenerife;Almeria;0,5987;0,2338;0,1675;X
9105406;09-10;54;Xerez CD;Zaragoza;0,3177;0,2808;0,4015;1
9105407;09-10;54;Espanyol;Osasuna;0,4761;0,284;0,2399;1
9105408;09-10;54;Dep. La Coruna;Mallorca;0,2514;0,2562;0,4923;1
9105409;09-10;54;Real Madrid;Ath Bilbao;0,8721;0,0877;0,0402;1
9105410;09-10;54;Hercules;Cordoba;0,6098;0,2478;0,1424;1
9105411;09-10;54;R. Union;Real Sociedad;0,299;0,3019;0,3991;X
9105412;09-10;54;Betis;Murcia;0,5868;0,259;0,1543;X
9105413;09-10;54;Cadiz CF;Elche;0,3449;0,2983;0,3568;1
9105414;09-10;54;Celta Vigo;Girona;0,5383;0,2731;0,1885;1
9105501;09-10;55;Atl. Madrid;Getafe;0,2156;0,2293;0,555;2
9105502;09-10;55;Racing Santander;Gijon;0,734;0,1703;0,0957;1
9105503;09-10;55;Barcelona;Valladolid;0,9003;0,0666;0,0331;1
9105504;09-10;55;Almeria;Sevilla;0,1366;0,2013;0,662;2
9105505;09-10;55;Valencia;Tenerife;0,4566;0,2635;0,2799;1
9105506;09-10;55;Zaragoza;Villarreal;0,2461;0,2618;0,4921;X
9105507;09-10;55;Osasuna;Xerez CD;0,3979;0,2691;0,333;X
9105508;09-10;55;Mallorca;Espanyol;0,7283;0,1705;0,1012;1
9105509;09-10;55;Malaga;Real Madrid;0,1041;0,1712;0,7247;X
9105510;09-10;55;Cordoba;Recreativo Huelva;0,3815;0,3123;0,3062;X
9105511;09-10;55;UD Salamanca;FC Cartagena SAD;0,3337;0,3082;0,3582;1
9105512;09-10;55;Gimnastic;Betis;0,2818;0,2942;0,424;2
9105513;09-10;55;Las Palmas;Cadiz CF;0,4681;0,2911;0,2407;X
9105514;09-10;55;Elche;Celta Vigo;0,4196;0,288;0,2925;1
10110101;10-11;1;Atl. Madrid;Gijon;0,6345;0,2246;0,1409;1
10110102;10-11;1;Hercules;Ath Bilbao;0,3624;0,2899;0,3477;2
10110103;10-11;1;Racing Santander;Barcelona;0,0696;0,154;0,7764;2
10110104;10-11;1;Dep. La Coruna;Zaragoza;0,4259;0,2923;0,2818;X
10110105;10-11;1;Levante;Sevilla;0,2667;0,2793;0,4539;2
10110106;10-11;1;Espanyol;Getafe;0,4041;0,298;0,298;1
10110107;10-11;1;Real Sociedad;Villarreal;0,3141;0,2917;0,3942;1
10110108;10-11;1;Osasuna;Almeria;0,4668;0,2831;0,2501;X
10110109;10-11;1;Mallorca;Real Madrid;0,108;0,1945;0,6975;X
10110110;10-11;1;Xerez CD;FC Cartagena SAD;0,4435;0,2919;0,2646;2
10110111;10-11;1;UD Salamanca;Cordoba;0,4344;0,2961;0,2695;X
10110112;10-11;1;Las Palmas;Gimnastic;0,4903;0,2896;0,2201;1
10110113;10-11;1;Ponferradina;Huesca;0,4045;0,2973;0,2982;X
10110114;10-11;1;Betis;Granada CF;0,5475;0,2689;0,1836;1
10110401;10-11;4;Gijon;Mallorca;0,3817;0,291;0,3273;1
10110402;10-11;4;Barcelona;Hercules;0,8872;0,0825;0,0303;2
10110403;10-11;4;Valencia;Racing Santander;0,6514;0,2181;0,1305;1
10110404;10-11;4;Zaragoza;Malaga;0,4836;0,2807;0,2358;2
10110405;10-11;4;Sevilla;Dep. La Coruna;0,6243;0,2387;0,137;X
10110406;10-11;4;Getafe;Levante;0,5991;0,2437;0,1573;1
10110407;10-11;4;Villarreal;Espanyol;0,5259;0,269;0,2051;1
10110408;10-11;4;Almeria;Real Sociedad;0,4407;0,2867;0,2726;X
10110409;10-11;4;Real Madrid;Osasuna;0,8008;0,1415;0,0576;1
10110410;10-11;4;Celta Vigo;Cordoba;0,488;0,2897;0,2223;1
10110411;10-11;4;Rayo Vallecano;Tenerife;0,4627;0,2853;0,252;1
10110412;10-11;4;Albacete;Granada CF;0,4038;0,3048;0,2915;1
10110413;10-11;4;Valladolid;Recreativo Huelva;0,5665;0,2639;0,1695;1
10110414;10-11;4;Elche;Betis;0,3365;0,3076;0,3559;2
10110601;10-11;6;Gijon;Ath Bilbao;0,3824;0,2921;0,3255;X
10110602;10-11;6;Atl. Madrid;Barcelona;0,2002;0,2327;0,5671;2
10110603;10-11;6;Hercules;Valencia;0,3094;0,2903;0,4003;2
10110604;10-11;6;Racing Santander;Zaragoza;0,4105;0,292;0,2975;1
10110605;10-11;6;Dep. La Coruna;Getafe;0,3626;0,2946;0,3428;X
10110606;10-11;6;Levante;Villarreal;0,2484;0,2737;0,4779;2
10110607;10-11;6;Espanyol;Almeria;0,4663;0,2872;0,2466;1
10110608;10-11;6;Real Sociedad;Real Madrid;0,1015;0,2022;0,6963;2
10110609;10-11;6;Mallorca;Osasuna;0,4365;0,2901;0,2733;1
10110610;10-11;6;Numancia;FC Cartagena SAD;0,3973;0,3028;0,2999;1
10110611;10-11;6;Cordoba;Xerez CD;0,4041;0,3027;0,2932;2
10110612;10-11;6;Tenerife;Celta Vigo;0,4271;0,2965;0,2763;2
10110613;10-11;6;Alcorcon;Girona;0,4057;0,3066;0,2876;1
10110614;10-11;6;Betis;Valladolid;0,4424;0,2959;0,2617;1
10110801;10-11;8;Gijon;Valencia;0,302;0,2829;0,4151;2
10110802;10-11;8;Atl. Madrid;Zaragoza;0,6021;0,2434;0,1545;1
10110803;10-11;8;Hercules;Sevilla;0,35;0,2906;0,3594;1
10110804;10-11;8;Racing Santander;Getafe;0,3921;0,2878;0,3201;2
10110805;10-11;8;Malaga;Villarreal;0,3449;0,2888;0,3663;2
10110806;10-11;8;Dep. La Coruna;Almeria;0,4434;0,291;0,2655;2
10110807;10-11;8;Levante;Real Madrid;0,0756;0,1682;0,7562;X
10110808;10-11;8;Espanyol;Osasuna;0,4259;0,2923;0,2818;1
10110809;10-11;8;Mallorca;Real Sociedad;0,4804;0,2794;0,2402;1
10110810;10-11;8;FC Cartagena SAD;Cordoba;0,4859;0,2821;0,232;2
10110811;10-11;8;Celta Vigo;Gimnastic;0,5103;0,2806;0,2092;1
10110812;10-11;8;Las Palmas;Granada CF;0,4981;0,2764;0,2255;X
10110813;10-11;8;Albacete;Betis;0,2479;0,2896;0,4625;1
10110814;10-11;8;Elche;Valladolid;0,3503;0,3034;0,3464;X
10111001;10-11;10;Barcelona;Mallorca;0,8083;0,1297;0,062;X
10111002;10-11;10;Valencia;Ath Bilbao;0,5679;0,2526;0,1795;1
10111003;10-11;10;Zaragoza;Gijon;0,4687;0,2807;0,2506;X
10111004;10-11;10;Getafe;Hercules;0,4464;0,285;0,2686;1
10111005;10-11;10;Villarreal;Racing Santander;0,5826;0,2508;0,1666;1
10111006;10-11;10;Almeria;Malaga;0,4066;0,2868;0,3066;X
10111007;10-11;10;Real Madrid;Dep. La Coruna;0,808;0,1322;0,0598;1
10111008;10-11;10;Osasuna;Levante;0,538;0,269;0,193;X
10111009;10-11;10;Real Sociedad;Espanyol;0,4226;0,2905;0,2869;1
10111010;10-11;10;Tenerife;FC Cartagena SAD;0,4517;0,2899;0,2585;X
10111011;10-11;10;Huesca;Celta Vigo;0,3428;0,3066;0,3506;2
10111012;10-11;10;Alcorcon;Rayo Vallecano;0,2932;0,2951;0,4118;1
10111013;10-11;10;Granada CF;Girona;0,4524;0,2907;0,2569;1
10111014;10-11;10;Valladolid;Albacete;0,5959;0,2499;0,1542;X
10111301;10-11;13;Ath Bilbao;Zaragoza;0,545;0,2598;0,1952;1
10111302;10-11;13;Gijon;Sevilla;0,2616;0,2745;0,4639;1
10111303;10-11;13;Atl. Madrid;Getafe;0,4782;0,2771;0,2447;1
10111304;10-11;13;Hercules;Villarreal;0,3254;0,2876;0,387;X
10111305;10-11;13;Racing Santander;Almeria;0,4259;0,2914;0,2827;1
10111306;10-11;13;Malaga;Real Madrid;0,1101;0,2002;0,6897;2
10111307;10-11;13;Dep. La Coruna;Osasuna;0,3633;0,3006;0,3361;X
10111308;10-11;13;Levante;Real Sociedad;0,3765;0,2932;0,3303;1
10111309;10-11;13;Mallorca;Espanyol;0,4787;0,2807;0,2406;2
10111310;10-11;13;Cordoba;Elche;0,3863;0,3033;0,3104;X
10111311;10-11;13;Huesca;FC Cartagena SAD;0,3774;0,3014;0,3212;X
10111312;10-11;13;Granada CF;Rayo Vallecano;0,3352;0,292;0,3729;X
10111313;10-11;13;Betis;Girona;0,6729;0,2185;0,1086;1
10111314;10-11;13;Valladolid;Las Palmas;0,5133;0,2741;0,2126;1
10111501;10-11;15;Valencia;Mallorca;0,6133;0,2382;0,1485;2
10111502;10-11;15;Zaragoza;Barcelona;0,0812;0,16;0,7588;2
10111503;10-11;15;Sevilla;Ath Bilbao;0,5318;0,2636;0,2046;1
10111504;10-11;15;Getafe;Gijon;0,5354;0,2654;0,1992;1
10111505;10-11;15;Villarreal;Atl. Madrid;0,4224;0,2795;0,2981;1
10111506;10-11;15;Almeria;Hercules;0,4282;0,2881;0,2837;X
10111507;10-11;15;Real Madrid;Racing Santander;0,8331;0,1201;0,0468;1
10111508;10-11;15;Osasuna;Malaga;0,4744;0,2752;0,2504;1
10111509;10-11;15;Espanyol;Levante;0,5227;0,2727;0,2045;1
10111510;10-11;15;Cordoba;Tenerife;0,3878;0,298;0,3142;X
10111511;10-11;15;Numancia;Gimnastic;0,4863;0,2867;0,2271;1
10111512;10-11;15;FC Cartagena SAD;Alcorcon;0,4812;0,2831;0,2357;1
10111513;10-11;15;UD Salamanca;Betis;0,2777;0,2916;0,4307;2
10111514;10-11;15;Girona;Valladolid;0,2666;0,2925;0,4409;1
10111701;10-11;17;Valencia;Zaragoza;0,6701;0,2113;0,1186;X
10111702;10-11;17;Barcelona;Sevilla;0,7679;0,1569;0,0752;1
10111703;10-11;17;Ath Bilbao;Getafe;0,4872;0,2679;0,2449;1
10111704;10-11;17;Atl. Madrid;Almeria;0,6488;0,2168;0,1344;X
10111705;10-11;17;Hercules;Real Madrid;0,0967;0,1852;0,7181;2
10111706;10-11;17;Racing Santander;Osasuna;0,4111;0,2884;0,3004;1
10111707;10-11;17;Malaga;Real Sociedad;0,4517;0,283;0,2654;2
10111708;10-11;17;Dep. La Coruna;Espanyol;0,3476;0,2942;0,3582;1
10111709;10-11;17;Mallorca;Levante;0,5708;0,2532;0,176;1
10111710;10-11;17;Gimnastic;Cordoba;0,4081;0,3011;0,2908;X
10111711;10-11;17;Betis;Rayo Vallecano;0,5274;0,2714;0,2012;1
10111712;10-11;17;Valladolid;UD Salamanca;0,5285;0,276;0,1954;1
10111713;10-11;17;Albacete;Girona;0,4517;0,2939;0,2544;X
10111714;10-11;17;Ponferradina;Las Palmas;0,3157;0,3012;0,3831;1
10111901;10-11;19;Sevilla;Valencia;0,4256;0,2767;0,2977;1
10111902;10-11;19;Getafe;Barcelona;0,107;0,1882;0,7049;2
10111903;10-11;19;Villarreal;Ath Bilbao;0,5232;0,2638;0,2131;1
10111904;10-11;19;Almeria;Gijon;0,4662;0,288;0,2459;X
10111905;10-11;19;Real Madrid;Atl. Madrid;0,7336;0,1699;0,0965;1
10111906;10-11;19;Osasuna;Hercules;0,4564;0,2875;0,2562;1
10111907;10-11;19;Real Sociedad;Racing Santander;0,4591;0,2821;0,2587;1
10111908;10-11;19;Espanyol;Malaga;0,5237;0,2701;0,2063;1
10111909;10-11;19;Levante;Dep. La Coruna;0,4226;0,2936;0,2838;2
10111910;10-11;19;Tenerife;Gimnastic;0,5524;0,273;0,1746;2
10111911;10-11;19;Cordoba;Huesca;0,426;0,2963;0,2776;1
10111912;10-11;19;FC Cartagena SAD;Granada CF;0,4226;0,2986;0,2788;1
10111913;10-11;19;Celta Vigo;Betis;0,3377;0,2994;0,3629;X
10111914;10-11;19;Rayo Vallecano;Valladolid;0,4171;0,3006;0,2823;1
10112101;10-11;21;Valencia;Getafe;0,6201;0,2228;0,1571;1
10112102;10-11;21;Barcelona;Villarreal;0,7595;0,1585;0,082;1
10112103;10-11;21;Ath Bilbao;Almeria;0,5834;0,2487;0,1679;1
10112104;10-11;21;Gijon;Real Madrid;0,0932;0,1746;0,7322;2
10112105;10-11;21;Atl. Madrid;Osasuna;0,6106;0,2363;0,1531;1
10112106;10-11;21;Hercules;Real Sociedad;0,458;0,2862;0,2558;1
10112107;10-11;21;Racing Santander;Espanyol;0,4149;0,2953;0,2898;X
10112108;10-11;21;Malaga;Levante;0,5241;0,2635;0,2125;1
10112109;10-11;21;Mallorca;Dep. La Coruna;0,5345;0,2719;0,1936;X
10112110;10-11;21;Alcorcon;Cordoba;0,435;0,2936;0,2714;1
10112111;10-11;21;Recreativo Huelva;FC Cartagena SAD;0,4207;0,3058;0,2735;1
10112112;10-11;21;Betis;Xerez CD;0,6196;0,2359;0,1445;1
10112113;10-11;21;Valladolid;Celta Vigo;0,4424;0,2959;0,2617;1
